gene,cancer_type
ARHGAP24,ESCA
ARHGAP26,ESCA
ARHGAP29,ESCA
ARHGAP30,ESCA
ARHGAP35,ESCA
ARHGAP5,ESCA
ARHGAP6,ESCA
ARHGAP8,ESCA
ARHGDIB,ESCA
ARHGEF11,ESCA
ARHGEF12,ESCA
ARHGEF2,ESCA
ARHGEF25,ESCA
ARHGEF3,ESCA
ARHGEF33,ESCA
ARHGEF35,ESCA
ARHGEF38,ESCA
ARHGEF5,ESCA
ARHGEF7,ESCA
ARHGEF9,ESCA
ARID1A,ESCA
ARID1B,ESCA
ARID2,ESCA
ARID3A,ESCA
ARID3B,ESCA
ARID4A,ESCA
ARID4B,ESCA
ARID5A,ESCA
ARIH1,ESCA
ARIH2,ESCA
ARL1,ESCA
ARL10,ESCA
ARL11,ESCA
ARL13B,ESCA
ARL14,ESCA
ARL14EP,ESCA
ARL14EPL,ESCA
ARL15,ESCA
ARL2,ESCA
ARL2BP,ESCA
ARL3,ESCA
ARL4A,ESCA
ARL5A,ESCA
ARL5B,ESCA
ARL6IP1,ESCA
ARL6IP6,ESCA
ARL8B,ESCA
ARMC1,ESCA
ARMC10,ESCA
ARMC2,ESCA
ARMC5,ESCA
ARMC7,ESCA
ARMC9,ESCA
ARMCX1,ESCA
ARMCX3,ESCA
ARMCX5,ESCA
ARMCX6,ESCA
ARNT,ESCA
ARNTL,ESCA
ARPC1A,ESCA
ARPC2,ESCA
ARPC3,ESCA
ARPC4,ESCA
ARPC5,ESCA
ARPP19,ESCA
ARRB1,ESCA
ARRB2,ESCA
ARRDC4,ESCA
ARSB,ESCA
ARSK,ESCA
ART3,ESCA
ARTN,ESCA
ARV1,ESCA
AS3MT,ESCA
ASAH1,ESCA
ASB17,ESCA
ASB3,ESCA
ASB6,ESCA
ASB7,ESCA
ASCC1,ESCA
ASCC3,ESCA
ASCL1,ESCA
ASCL2,ESCA
ASF1A,ESCA
ASF1B,ESCA
ASH2L,ESCA
ASIC1,ESCA
ASIP,ESCA
ASMT,ESCA
ASNA1,ESCA
ASNS,ESCA
ASNSD1,ESCA
ASPDH,ESCA
ASPHD2,ESCA
ASPM,ESCA
ASTL,ESCA
ASUN,ESCA
ASXL3,ESCA
ATAD1,ESCA
ATAD2,ESCA
ATAD3A,ESCA
ATAD5,ESCA
ATAT1,ESCA
ATF1,ESCA
ATF2,ESCA
ATF4,ESCA
ATF5,ESCA
ATF6,ESCA
ATF7,ESCA
ATF7IP,ESCA
ATG10,ESCA
ATG12,ESCA
ATG13,ESCA
ATG14,ESCA
ATG2B,ESCA
ATG3,ESCA
ATG4C,ESCA
ATG5,ESCA
ATG9A,ESCA
ATHL1,ESCA
ATIC,ESCA
ATL1,ESCA
ATL2,ESCA
ATL3,ESCA
ATM,ESCA
ATMIN,ESCA
ATOH1,ESCA
ATOX1,ESCA
ATP10A,ESCA
ATP10D,ESCA
ATP11B,ESCA
ATP11C,ESCA
ATP13A1,ESCA
ATP1A1,ESCA
ATP1B1,ESCA
ATP1B3,ESCA
ATP2A2,ESCA
ATP2B1,ESCA
ATP2B4,ESCA
ATP2C1,ESCA
ATP5A1,ESCA
ATP5B,ESCA
ATP5C1,ESCA
ATP5D,ESCA
ATP5F1,ESCA
ATP5G1,ESCA
ATP5G2,ESCA
ATP5H,ESCA
ATP5I,ESCA
ATP5J,ESCA
ATP5J2,ESCA
ATP5J2-PTCD1,ESCA
ATP5L,ESCA
ATP5L2,ESCA
ATP5O,ESCA
ATP5SL,ESCA
ATP6AP1,ESCA
ATP6AP1L,ESCA
ATP6AP2,ESCA
ATP6V0A1,ESCA
ATP6V0B,ESCA
ATP6V0C,ESCA
ATP6V0D1,ESCA
ATP6V0D2,ESCA
ATP6V0E1,ESCA
ATP6V0E2,ESCA
ATP6V1A,ESCA
ATP6V1B2,ESCA
ATP6V1C1,ESCA
ATP6V1D,ESCA
ATP6V1E1,ESCA
ATP6V1F,ESCA
ATP6V1G1,ESCA
ATP6V1G3,ESCA
ATP6V1H,ESCA
ATP7A,ESCA
ATP8A1,ESCA
ATP8A2,ESCA
ATP8B2,ESCA
ATPAF2,ESCA
ATPIF1,ESCA
ATR,ESCA
ATRIP,ESCA
ATRN,ESCA
ATRX,ESCA
ATXN10,ESCA
ATXN2L,ESCA
ATXN3L,ESCA
ATXN7,ESCA
ATXN7L3,ESCA
ATXN7L3B,ESCA
AUP1,ESCA
AURKA,ESCA
AURKAIP1,ESCA
AURKB,ESCA
AUTS2,ESCA
AVEN,ESCA
AVIL,ESCA
AVP,ESCA
AVPR1A,ESCA
AXDND1,ESCA
AXIN2,ESCA
AZGP1,ESCA
AZI2,ESCA
AZIN1,ESCA
B3GALNT1,ESCA
B3GALT4,ESCA
B3GNT2,ESCA
B3GNT5,ESCA
B3GNT6,ESCA
B4GALNT1,ESCA
B4GALT3,ESCA
B4GALT4,ESCA
B4GALT7,ESCA
BACH1,ESCA
BAG4,ESCA
BAI2,ESCA
BAK1,ESCA
BAMBI,ESCA
BANF1,ESCA
BANK1,ESCA
BANP,ESCA
BAP1,ESCA
BARD1,ESCA
BATF,ESCA
BATF2,ESCA
BAZ1A,ESCA
BAZ1B,ESCA
BAZ2B,ESCA
BBIP1,ESCA
BBS10,ESCA
BBS12,ESCA
BBS5,ESCA
BCAN,ESCA
BCAP29,ESCA
BCAP31,ESCA
BCAR1,ESCA
BCAR3,ESCA
BCAS1,ESCA
BCAS2,ESCA
BCAT1,ESCA
BCCIP,ESCA
BCDIN3D,ESCA
BCKDHA,ESCA
