gene,cancer_type
BGLAP,SARC
BHLHB9,SARC
BHLHE22,SARC
BHLHE40,SARC
BHLHE41,SARC
BHMT,SARC
BICD2,SARC
BID,SARC
BIRC2,SARC
BIRC3,SARC
BIRC5,SARC
BIRC6,SARC
BIRC8,SARC
BIVM,SARC
BLM,SARC
BLOC1S2,SARC
BLOC1S6,SARC
BLVRB,SARC
BLZF1,SARC
BMF,SARC
BMI1,SARC
BMP10,SARC
BMP2K,SARC
BMP3,SARC
BMP4,SARC
BMP5,SARC
BMP8A,SARC
BMP8B,SARC
BMPR1A,SARC
BMPR1B,SARC
BMPR2,SARC
BMS1,SARC
BNC1,SARC
BNC2,SARC
BNIP1,SARC
BNIP2,SARC
BNIP3,SARC
BOD1L1,SARC
BOD1L2,SARC
BOLA3,SARC
BOP1,SARC
BORA,SARC
BPGM,SARC
BPIFC,SARC
BPNT1,SARC
BPTF,SARC
BPY2C,SARC
BRAF,SARC
BRAP,SARC
BRAT1,SARC
BRCA1,SARC
BRCA2,SARC
BRCC3,SARC
BRD1,SARC
BRD2,SARC
BRD4,SARC
BRD7,SARC
BRD8,SARC
BRD9,SARC
BRF1,SARC
BRF2,SARC
BRI3,SARC
BRI3BP,SARC
BRINP2,SARC
BRIP1,SARC
BRIX1,SARC
BRMS1,SARC
BRMS1L,SARC
BRPF1,SARC
BRPF3,SARC
BRS3,SARC
BRWD1,SARC
BRWD3,SARC
BSCL2,SARC
BSG,SARC
BSN,SARC
BSND,SARC
BSPH1,SARC
BST1,SARC
BTAF1,SARC
BTBD10,SARC
BTBD3,SARC
BTBD6,SARC
BTBD7,SARC
BTBD8,SARC
BTBD9,SARC
BTC,SARC
BTD,SARC
BTF3,SARC
BTF3L4,SARC
BTG1,SARC
BTK,SARC
BTLA,SARC
BTRC,SARC
BUB1,SARC
BUB1B,SARC
BUB3,SARC
BUD13,SARC
BUD31,SARC
BYSL,SARC
BZW1,SARC
BZW2,SARC
C10orf10,SARC
C10orf107,SARC
C10orf128,SARC
C10orf129,SARC
C10orf131,SARC
C10orf137,SARC
C10orf2,SARC
C10orf68,SARC
C10orf76,SARC
C10orf82,SARC
C10orf88,SARC
C10orf95,SARC
C11orf30,SARC
C11orf31,SARC
C11orf42,SARC
C11orf49,SARC
C11orf54,SARC
C11orf57,SARC
C11orf58,SARC
C11orf65,SARC
C11orf70,SARC
C11orf73,SARC
C11orf74,SARC
C11orf82,SARC
C11orf83,SARC
C11orf85,SARC
C11orf88,SARC
C11orf91,SARC
C11orf94,SARC
C12orf10,SARC
C12orf4,SARC
C12orf40,SARC
C12orf42,SARC
C12orf43,SARC
C12orf45,SARC
C12orf49,SARC
C12orf50,SARC
C12orf52,SARC
C12orf56,SARC
C12orf57,SARC
C12orf65,SARC
C12orf71,SARC
C12orf75,SARC
C13orf45,SARC
C14orf159,SARC
C14orf164,SARC
C14orf166,SARC
C14orf166B,SARC
C14orf178,SARC
C14orf2,SARC
C14orf28,SARC
C14orf39,SARC
C14orf80,SARC
C15orf26,SARC
C15orf38-AP3S2,SARC
C15orf41,SARC
C15orf43,SARC
C15orf48,SARC
C15orf57,SARC
C16orf45,SARC
C16orf59,SARC
C16orf62,SARC
C16orf72,SARC
C16orf80,SARC
C16orf87,SARC
C16orf90,SARC
C16orf92,SARC
C17orf102,SARC
C17orf104,SARC
C17orf105,SARC
C17orf49,SARC
C17orf58,SARC
C17orf66,SARC
C17orf70,SARC
C17orf74,SARC
C17orf75,SARC
C17orf80,SARC
C17orf85,SARC
C17orf89,SARC
C17orf96,SARC
C17orf98,SARC
C17orf99,SARC
C18orf21,SARC
C18orf32,SARC
C19orf18,SARC
C19orf25,SARC
C19orf40,SARC
C19orf43,SARC
C19orf48,SARC
C19orf52,SARC
C19orf53,SARC
C19orf70,SARC
C19orf77,SARC
C19orf82,SARC
C19orf83,SARC
C1D,SARC
C1GALT1,SARC
C1GALT1C1,SARC
C1orf101,SARC
C1orf105,SARC
C1orf109,SARC
C1orf112,SARC
C1orf122,SARC
C1orf131,SARC
C1orf146,SARC
C1orf172,SARC
C1orf234,SARC
C1orf27,SARC
C1orf35,SARC
C1orf43,SARC
C1orf52,SARC
C1orf54,SARC
C1orf74,SARC
C1orf86,SARC
C1orf87,SARC
C1QBP,SARC
C1QL2,SARC
C1QTNF5,SARC
C1QTNF9,SARC
C1QTNF9B,SARC
C1S,SARC
C20orf112,SARC
C20orf196,SARC
C20orf197,SARC
C20orf24,SARC
C20orf85,SARC
C21orf2,SARC
C21orf59,SARC
C22orf43,SARC
C22orf46,SARC
C2CD4D,SARC
C2CD5,SARC
C2orf15,SARC
C2orf43,SARC
C2orf49,SARC
C2orf53,SARC
C2orf57,SARC
C2orf68,SARC
C2orf76,SARC
C2orf78,SARC
C2orf80,SARC
C2orf88,SARC
C3orf14,SARC
C3orf17,SARC
C3orf27,SARC
C3orf36,SARC
C3orf38,SARC
C3orf58,SARC
C3orf62,SARC
C3orf70,SARC
C3orf83,SARC
C4BPA,SARC
C4BPB,SARC
C4orf27,SARC
