gene,cancer_type
BFAR,OV
BFSP1,OV
BGLAP,OV
BHLHB9,OV
BHLHE22,OV
BHLHE40,OV
BHLHE41,OV
BHMT,OV
BICD2,OV
BID,OV
BIRC2,OV
BIRC3,OV
BIRC5,OV
BIRC6,OV
BIRC8,OV
BIVM,OV
BLM,OV
BLOC1S2,OV
BLOC1S6,OV
BLVRB,OV
BLZF1,OV
BMF,OV
BMI1,OV
BMP10,OV
BMP2K,OV
BMP3,OV
BMP4,OV
BMP5,OV
BMP8A,OV
BMP8B,OV
BMPR1A,OV
BMPR1B,OV
BMPR2,OV
BMS1,OV
BNC1,OV
BNC2,OV
BNIP1,OV
BNIP2,OV
BNIP3,OV
BOD1L1,OV
BOD1L2,OV
BOLA3,OV
BOP1,OV
BORA,OV
BPGM,OV
BPIFC,OV
BPNT1,OV
BPTF,OV
BPY2C,OV
BRAF,OV
BRAP,OV
BRAT1,OV
BRCA1,OV
BRCA2,OV
BRCC3,OV
BRD1,OV
BRD2,OV
BRD4,OV
BRD7,OV
BRD8,OV
BRD9,OV
BRF1,OV
BRF2,OV
BRI3,OV
BRI3BP,OV
BRINP2,OV
BRIP1,OV
BRIX1,OV
BRMS1,OV
BRMS1L,OV
BRPF1,OV
BRPF3,OV
BRS3,OV
BRWD1,OV
BRWD3,OV
BSCL2,OV
BSG,OV
BSN,OV
BSND,OV
BSPH1,OV
BST1,OV
BTAF1,OV
BTBD10,OV
BTBD3,OV
BTBD6,OV
BTBD7,OV
BTBD8,OV
BTBD9,OV
BTC,OV
BTD,OV
BTF3,OV
BTF3L4,OV
BTG1,OV
BTK,OV
BTLA,OV
BTRC,OV
BUB1,OV
BUB1B,OV
BUB3,OV
BUD13,OV
BUD31,OV
BYSL,OV
BZW1,OV
BZW2,OV
C10orf10,OV
C10orf107,OV
C10orf128,OV
C10orf129,OV
C10orf131,OV
C10orf137,OV
C10orf2,OV
C10orf68,OV
C10orf76,OV
C10orf82,OV
C10orf88,OV
C10orf95,OV
C11orf30,OV
C11orf31,OV
C11orf42,OV
C11orf49,OV
C11orf54,OV
C11orf57,OV
C11orf58,OV
C11orf65,OV
C11orf70,OV
C11orf73,OV
C11orf74,OV
C11orf82,OV
C11orf83,OV
C11orf85,OV
C11orf88,OV
C11orf91,OV
C11orf94,OV
C12orf10,OV
C12orf4,OV
C12orf40,OV
C12orf42,OV
C12orf43,OV
C12orf45,OV
C12orf49,OV
C12orf50,OV
C12orf52,OV
C12orf56,OV
C12orf57,OV
C12orf65,OV
C12orf71,OV
C12orf75,OV
C13orf45,OV
C14orf159,OV
C14orf164,OV
C14orf166,OV
C14orf166B,OV
C14orf178,OV
C14orf2,OV
C14orf28,OV
C14orf39,OV
C14orf80,OV
C15orf26,OV
C15orf38-AP3S2,OV
C15orf41,OV
C15orf43,OV
C15orf48,OV
C15orf57,OV
C16orf45,OV
C16orf59,OV
C16orf62,OV
C16orf72,OV
C16orf80,OV
C16orf87,OV
C16orf90,OV
C16orf92,OV
C17orf102,OV
C17orf104,OV
C17orf105,OV
C17orf49,OV
C17orf58,OV
C17orf66,OV
C17orf70,OV
C17orf74,OV
C17orf75,OV
C17orf80,OV
C17orf85,OV
C17orf89,OV
C17orf96,OV
C17orf98,OV
C17orf99,OV
C18orf21,OV
C18orf32,OV
C19orf18,OV
C19orf25,OV
C19orf40,OV
C19orf43,OV
C19orf48,OV
C19orf52,OV
C19orf53,OV
C19orf70,OV
C19orf77,OV
C19orf82,OV
C19orf83,OV
C1D,OV
C1GALT1,OV
C1GALT1C1,OV
C1orf101,OV
C1orf105,OV
C1orf109,OV
C1orf112,OV
C1orf122,OV
C1orf131,OV
C1orf146,OV
C1orf172,OV
C1orf234,OV
C1orf27,OV
C1orf35,OV
C1orf43,OV
C1orf52,OV
C1orf54,OV
C1orf74,OV
C1orf86,OV
C1orf87,OV
C1QBP,OV
C1QL2,OV
C1QTNF5,OV
C1QTNF9,OV
C1QTNF9B,OV
C1S,OV
C20orf112,OV
C20orf196,OV
C20orf197,OV
C20orf24,OV
C20orf85,OV
C21orf2,OV
C21orf59,OV
C22orf43,OV
C22orf46,OV
C2CD4D,OV
C2CD5,OV
C2orf15,OV
C2orf43,OV
C2orf49,OV
C2orf53,OV
C2orf57,OV
C2orf68,OV
C2orf76,OV
C2orf78,OV
C2orf80,OV
C2orf88,OV
C3orf14,OV
C3orf17,OV
C3orf27,OV
C3orf36,OV
C3orf38,OV
C3orf58,OV
C3orf62,OV
C3orf70,OV
C3orf83,OV
C4BPA,OV
C4BPB,OV
C4orf27,OV
C4orf33,OV
C4orf46,OV
C4orf47,OV
C4orf51,OV
C5orf15,OV
C5orf38,OV
C5orf48,OV
C5orf52,OV
C5orf58,OV
C5orf60,OV
C6,OV
C6orf106,OV
C6orf163,OV
C6orf211,OV
C6orf226,OV
C6orf47,OV
C6orf48,OV
C6orf58,OV
C6orf62,OV
C6orf89,OV
C7orf25,OV
C7orf26,OV
C7orf34,OV
C7orf55-LUC7L2,OV
C7orf57,OV
C7orf62,OV
C8orf33,OV
C8orf44,OV
C8orf88,OV
C9orf114,OV
C9orf129,OV
C9orf131,OV
C9orf135,OV
C9orf153,OV
C9orf156,OV
C9orf16,OV
C9orf172,OV
C9orf41,OV
C9orf78,OV
C9orf85,OV
C9orf96,OV
CA11,OV
CA5A,OV
CAAP1,OV
CAB39,OV
CABIN1,OV
CACNA2D1,OV
CACNB1,OV
CACNB3,OV
CACNG2,OV
CACNG3,OV
CACNG6,OV
CACTIN,OV
CACYBP,OV
CAD,OV
CADM4,OV
CALCA,OV
CALCB,OV
CALCOCO2,OV
CALM2,OV
CALML6,OV
CAMK1D,OV
CAMK2B,OV
CAMLG,OV
CAMSAP2,OV
CAMSAP3,OV
CAND1,OV
CANT1,OV
CANX,OV
CAP1,OV
CAPN15,OV
CAPRIN1,OV
CAPS2,OV
CAPZA2,OV
CAPZB,OV
CARD10,OV
CARD16,OV
CARD17,OV
CARM1,OV
CARS,OV
CARS2,OV
CASC1,OV
CASC3,OV
CASC5,OV
CASP3,OV
CASP8,OV
CAST,OV
CASZ1,OV
CATSPER1,OV
CATSPER4,OV
CAV1,OV
CAV2,OV
CBFB,OV
CBLL1,OV
CBLN2,OV
CBLN4,OV
CBWD1,OV
CBWD3,OV
CBX1,OV
CBX3,OV
CC2D1A,OV
CC2D2B,OV
CCAR1,OV
CCDC101,OV
CCDC102A,OV
CCDC102B,OV
CCDC104,OV
CCDC106,OV
CCDC107,OV
CCDC109B,OV
CCDC112,OV
CCDC115,OV
CCDC117,OV
CCDC12,OV
CCDC121,OV
CCDC130,OV
CCDC132,OV
CCDC137,OV
CCDC140,OV
CCDC144A,OV
CCDC144NL,OV
CCDC148,OV
CCDC152,OV
CCDC158,OV
CCDC160,OV
CCDC172,OV
CCDC173,OV
CCDC174,OV
CCDC178,OV
CCDC179,OV
CCDC181,OV
CCDC22,OV
CCDC23,OV
CCDC25,OV
CCDC27,OV
CCDC38,OV
CCDC43,OV
CCDC50,OV
CCDC51,OV
CCDC58,OV
CCDC59,OV
CCDC6,OV
CCDC62,OV
CCDC63,OV
CCDC66,OV
